Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
uw,60623767,3,"Tuesday, November  5, 2013 14:52:46 UTC",48.0242,-124.6778,2.4,42.10,25,"Olympic Peninsula, Washington"
pr,13309007,0,"Tuesday, November  5, 2013 14:49:17 UTC",18.2101,-68.0550,3.3,103.00,12,"Mona Passage, Dominican Republic"
ak,10840934,2,"Tuesday, November  5, 2013 14:42:30 UTC",62.2746,-152.0518,1.6,107.00,13,"Central Alaska"
nc,72101571,0,"Tuesday, November  5, 2013 14:37:16 UTC",38.8152,-122.8157,1.2,2.80,21,"Northern California"
ak,10837949,2,"Tuesday, November  5, 2013 14:29:16 UTC",69.1201,-144.2136,3.0,5.70,29,"northern Alaska"
ak,10837947,3,"Tuesday, November  5, 2013 14:27:00 UTC",67.5609,-149.9770,2.9,7.10,31,"northern Alaska"
pr,13309006,0,"Tuesday, November  5, 2013 13:55:32 UTC",18.8022,-66.4134,2.8,47.00, 4,"Puerto Rico region"
ak,10837940,2,"Tuesday, November  5, 2013 13:51:57 UTC",60.1085,-152.7121,2.2,98.70,38,"Southern Alaska"
hv,60587281,1,"Tuesday, November  5, 2013 13:45:57 UTC",19.0935,-155.4095,2.6,38.60,43,"Island of Hawaii, Hawaii"
hv,60587256,1,"Tuesday, November  5, 2013 13:37:43 UTC",19.0718,-155.4700,2.7,41.90,38,"Island of Hawaii, Hawaii"
hv,60587251,1,"Tuesday, November  5, 2013 13:36:32 UTC",19.0572,-155.4622,2.0,40.30,35,"Island of Hawaii, Hawaii"
ak,10837933,2,"Tuesday, November  5, 2013 13:16:54 UTC",63.2798,-150.5663,1.8,128.30,31,"Central Alaska"
ak,10837929,2,"Tuesday, November  5, 2013 12:53:19 UTC",61.8617,-150.5922,1.5,46.80,26,"Southern Alaska"
mb,29503,1,"Tuesday, November  5, 2013 12:46:11 UTC",46.7223,-112.1890,1.1,13.50, 8,"western Montana"
mb,13556014,2,"Tuesday, November  5, 2013 12:46:11 UTC",46.7106,-112.2061,1.7,12.70,24,"western Montana"
ak,10840928,2,"Tuesday, November  5, 2013 12:28:18 UTC",61.7985,-151.9547,1.7,112.80,17,"Southern Alaska"
pr,13309005,0,"Tuesday, November  5, 2013 12:21:15 UTC",18.0732,-67.4050,2.9,137.00, 4,"Mona Passage, Puerto Rico"
ak,10837923,2,"Tuesday, November  5, 2013 11:52:56 UTC",63.9274,-148.8973,1.6,0.00,26,"Central Alaska"
pr,13309010,0,"Tuesday, November  5, 2013 11:50:04 UTC",18.0279,-68.4814,3.2,81.00, 9,"Dominican Republic region"
ci,11387882,4,"Tuesday, November  5, 2013 11:48:03 UTC",34.0430,-118.2512,1.2,3.20,23,"Greater Los Angeles area, California"
ci,11387874,2,"Tuesday, November  5, 2013 11:24:30 UTC",35.0570,-118.3525,1.2,4.70,13,"Southern California"
ak,10840926,2,"Tuesday, November  5, 2013 11:12:44 UTC",56.8809,-154.6594,2.3,14.60,11,"Kodiak Island region, Alaska"
ak,10837919,2,"Tuesday, November  5, 2013 11:06:55 UTC",63.1084,-149.3101,1.2,12.00,19,"Central Alaska"
ak,10840924,2,"Tuesday, November  5, 2013 11:02:18 UTC",59.7993,-150.7978,1.5,55.00, 9,"Kenai Peninsula, Alaska"
nc,72101496,2,"Tuesday, November  5, 2013 10:58:07 UTC",41.2102,-122.1130,1.7,6.20,18,"Northern California"
nc,72101491,0,"Tuesday, November  5, 2013 10:50:53 UTC",36.5607,-121.1535,1.7,3.50,14,"Central California"
mb,13161401,2,"Tuesday, November  5, 2013 10:49:36 UTC",44.8020,-111.4768,1.8,10.60,35,"western Montana"
mb,29502,1,"Tuesday, November  5, 2013 10:49:36 UTC",44.8325,-111.4710,1.1,9.50, 8,"western Montana"
nc,72101486,0,"Tuesday, November  5, 2013 10:42:49 UTC",38.8093,-122.8228,1.0,2.20,14,"Northern California"
hv,60587166,2,"Tuesday, November  5, 2013 10:38:42 UTC",19.4028,-155.2838,1.8,0.80,34,"Island of Hawaii, Hawaii"
ak,10837911,2,"Tuesday, November  5, 2013 10:06:05 UTC",53.9238,-165.6851,2.4,74.00,14,"Fox Islands, Aleutian Islands, Alaska"
nc,72101471,1,"Tuesday, November  5, 2013 09:52:16 UTC",38.8077,-122.8138,1.2,2.70,27,"Northern California"
nc,72101466,0,"Tuesday, November  5, 2013 09:48:42 UTC",36.9728,-121.8342,1.4,15.10, 7,"Northern California"
nc,72101456,0,"Tuesday, November  5, 2013 09:32:33 UTC",38.7463,-122.7008,1.1,1.70, 8,"Northern California"
pr,13309009,0,"Tuesday, November  5, 2013 09:24:06 UTC",18.0526,-67.0501,1.0,23.00, 3,"Puerto Rico"
nc,72101446,0,"Tuesday, November  5, 2013 09:19:24 UTC",38.8347,-122.7945,1.6,1.50,13,"Northern California"
ak,10837896,2,"Tuesday, November  5, 2013 09:12:52 UTC",63.3387,-145.4502,2.6,6.30,53,"Central Alaska"
ak,10840921,2,"Tuesday, November  5, 2013 09:09:16 UTC",63.1965,-150.7575,1.4,126.00,13,"Central Alaska"
ak,10840920,2,"Tuesday, November  5, 2013 09:08:52 UTC",63.2766,-149.6390,1.2,93.50,13,"Central Alaska"
ak,10840919,2,"Tuesday, November  5, 2013 08:51:56 UTC",60.1316,-152.8927,1.6,108.80,16,"Southern Alaska"
pr,13309008,0,"Tuesday, November  5, 2013 08:46:18 UTC",17.8651,-67.1744,1.7,4.00, 3,"Puerto Rico region"
ak,10840918,2,"Tuesday, November  5, 2013 08:10:53 UTC",60.1211,-153.0865,1.6,118.70,16,"Southern Alaska"
ak,10840917,2,"Tuesday, November  5, 2013 07:44:29 UTC",55.6857,-157.5263,2.8,39.10,12,"Alaska Peninsula"
nc,72101421,0,"Tuesday, November  5, 2013 07:43:26 UTC",36.5665,-121.1615,1.7,4.00,13,"Central California"
uu,60043697,4,"Tuesday, November  5, 2013 07:14:40 UTC",44.7068,-110.9968,2.0,10.80,23,"Yellowstone National Park, Wyoming"
nn,00428410,1,"Tuesday, November  5, 2013 06:52:54 UTC",36.9598,-117.7775,1.0,7.00, 7,"Central California"
pr,13309004,0,"Tuesday, November  5, 2013 06:38:30 UTC",19.0335,-64.8629,2.5,6.00, 3,"Virgin Islands region"
pr,13309003,0,"Tuesday, November  5, 2013 06:36:32 UTC",19.0932,-64.8255,2.9,29.00, 6,"Virgin Islands region"
nc,72101401,0,"Tuesday, November  5, 2013 06:30:27 UTC",38.8093,-122.8213,1.1,2.30,20,"Northern California"
mb,13898325,2,"Tuesday, November  5, 2013 06:17:08 UTC",46.7116,-112.1981,1.0,12.90,17,"western Montana"
ci,11387770,5,"Tuesday, November  5, 2013 06:16:16 UTC",34.2473,-117.4773,1.6,13.30,64,"Southern California"
mb,13503712,2,"Tuesday, November  5, 2013 06:15:16 UTC",46.7110,-112.1986,1.1,13.20,15,"western Montana"
ci,11387690,5,"Tuesday, November  5, 2013 05:58:37 UTC",32.9315,-115.5307,2.1,10.40,31,"Southern California"
ak,10837876,2,"Tuesday, November  5, 2013 05:49:48 UTC",62.1794,-148.2531,1.8,30.30,31,"Central Alaska"
ak,10840915,2,"Tuesday, November  5, 2013 05:41:34 UTC",59.8582,-153.2916,2.2,118.50,21,"Southern Alaska"
ak,10837866,2,"Tuesday, November  5, 2013 05:41:25 UTC",61.6353,-150.9376,2.5,68.10,51,"Southern Alaska"
uw,60623612,3,"Tuesday, November  5, 2013 05:40:49 UTC",48.6028,-123.0808,2.3,12.50,35,"San Juan Islands region, Washington"
pr,13309002,0,"Tuesday, November  5, 2013 05:12:43 UTC",19.0711,-64.8277,2.6,28.00, 5,"Virgin Islands region"
pr,13309001,0,"Tuesday, November  5, 2013 05:11:42 UTC",19.0533,-64.8054,3.1,41.00,10,"Virgin Islands region"
pr,13309000,0,"Tuesday, November  5, 2013 04:42:21 UTC",19.0084,-64.7246,3.1,57.00, 9,"Virgin Islands region"
nc,72102921,2,"Tuesday, November  5, 2013 04:21:27 UTC",37.9537,-119.6605,1.7,0.00,16,"Central California"
nc,72101341,1,"Tuesday, November  5, 2013 04:11:05 UTC",38.8128,-122.8278,1.7,2.50,32,"Northern California"
ak,10837854,2,"Tuesday, November  5, 2013 04:08:06 UTC",63.4918,-150.8810,1.1,16.80,17,"Central Alaska"
ci,11387682,5,"Tuesday, November  5, 2013 04:07:49 UTC",33.3488,-116.4077,1.3,9.70,40,"Southern California"
ak,10837851,2,"Tuesday, November  5, 2013 04:06:35 UTC",61.6322,-149.1318,1.7,29.70,40,"Southern Alaska"
nc,72101326,0,"Tuesday, November  5, 2013 03:55:50 UTC",38.8198,-122.8232,1.0,3.20,18,"Northern California"
uw,60623552,3,"Tuesday, November  5, 2013 03:36:54 UTC",47.9585,-124.1653,1.4,32.40,24,"Olympic Peninsula, Washington"
ak,10837843,2,"Tuesday, November  5, 2013 03:17:15 UTC",60.5957,-151.3929,1.6,20.00,29,"Kenai Peninsula, Alaska"
nc,72101301,1,"Tuesday, November  5, 2013 03:16:06 UTC",38.8392,-122.8390,1.4,2.10,27,"Northern California"
ci,11387674,5,"Tuesday, November  5, 2013 03:13:42 UTC",34.2483,-117.4750,1.7,13.80,49,"Southern California"
hv,60587026,1,"Tuesday, November  5, 2013 03:12:12 UTC",19.0230,-155.4102,2.1,38.90,16,"Island of Hawaii, Hawaii"
hv,60587021,1,"Tuesday, November  5, 2013 03:09:09 UTC",19.1558,-155.3465,2.2,42.60,24,"Island of Hawaii, Hawaii"
hv,60587016,1,"Tuesday, November  5, 2013 03:05:33 UTC",19.1065,-155.4453,2.6,36.30,32,"Island of Hawaii, Hawaii"
hv,60587006,1,"Tuesday, November  5, 2013 03:03:32 UTC",19.0852,-155.4487,2.6,41.40,37,"Island of Hawaii, Hawaii"
ak,10837835,2,"Tuesday, November  5, 2013 03:02:35 UTC",59.3265,-152.6868,2.0,71.30,38,"Southern Alaska"
ak,10840908,2,"Tuesday, November  5, 2013 02:47:11 UTC",60.9047,-147.2434,1.4,21.80,15,"Southern Alaska"
nc,72101276,0,"Tuesday, November  5, 2013 02:21:57 UTC",38.7853,-122.8245,1.0,10.60,18,"Northern California"
ci,11387666,4,"Tuesday, November  5, 2013 02:21:30 UTC",33.4902,-116.7620,1.3,9.00,48,"Southern California"
ci,11387650,5,"Tuesday, November  5, 2013 02:09:48 UTC",34.2472,-117.4697,1.2,13.80,25,"Southern California"
nc,72101266,1,"Tuesday, November  5, 2013 02:00:44 UTC",36.5667,-121.1603,2.8,3.10,43,"Central California"
uw,60623542,3,"Tuesday, November  5, 2013 01:56:09 UTC",46.4648,-122.4115,2.1,13.40,49,"Washington"
hv,60586971,1,"Tuesday, November  5, 2013 01:56:00 UTC",19.4255,-155.2825,1.9,10.90,33,"Island of Hawaii, Hawaii"
nc,72101261,0,"Tuesday, November  5, 2013 01:55:51 UTC",37.5407,-118.8710,1.0,8.20,12,"Central California"
uu,60043687,2,"Tuesday, November  5, 2013 01:47:53 UTC",38.9587,-111.3983,1.2,3.40, 7,"Utah"
ci,11387626,2,"Tuesday, November  5, 2013 01:30:09 UTC",35.0573,-118.3833,1.4,0.00,10,"Southern California"
ci,11387618,4,"Tuesday, November  5, 2013 01:17:44 UTC",35.0602,-118.3440,1.0,3.90,15,"Southern California"
ci,11387610,4,"Tuesday, November  5, 2013 01:16:53 UTC",35.0635,-118.3455,1.1,2.90,16,"Southern California"
hv,60586951,1,"Tuesday, November  5, 2013 01:03:39 UTC",19.2927,-155.4103,1.8,32.80,36,"Island of Hawaii, Hawaii"
ak,10840907,2,"Tuesday, November  5, 2013 00:24:37 UTC",67.6120,-145.7497,1.8,21.80, 8,"northern Alaska"
nc,72101246,1,"Tuesday, November  5, 2013 00:23:09 UTC",36.5637,-121.1580,2.7,3.00,37,"Central California"
mb,29500,1,"Tuesday, November  5, 2013 00:20:57 UTC",44.8326,-111.4668,1.1,10.20, 6,"western Montana"
mb,13846023,2,"Tuesday, November  5, 2013 00:20:57 UTC",44.8031,-111.4765,1.8,10.00,40,"western Montana"
ak,10837798,2,"Tuesday, November  5, 2013 00:03:59 UTC",64.9900,-147.3444,1.0,0.00, 8,"Central Alaska"
ak,10841763,2,"Monday, November  4, 2013 23:40:35 UTC",51.3035,-174.6831,1.9,40.20, 5,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837697,2,"Monday, November  4, 2013 23:22:52 UTC",61.3754,-149.9968,1.5,38.50,13,"Southern Alaska"
ak,10837692,2,"Monday, November  4, 2013 23:16:58 UTC",61.5933,-148.2767,1.6,10.00,14,"Southern Alaska"
ak,10841760,2,"Monday, November  4, 2013 23:10:39 UTC",52.3288,-175.9723,2.6,176.90, 5,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60586931,1,"Monday, November  4, 2013 22:59:43 UTC",19.2473,-155.4783,1.7,8.10,58,"Island of Hawaii, Hawaii"
uu,60043662,2,"Monday, November  4, 2013 22:57:22 UTC",44.6502,-110.4287,1.6,4.70, 8,"Yellowstone National Park, Wyoming"
ak,10837678,2,"Monday, November  4, 2013 22:39:53 UTC",63.3598,-147.5674,1.3,12.60,12,"Central Alaska"
ci,11387578,6,"Monday, November  4, 2013 22:29:43 UTC",34.2077,-117.0138,3.0,7.40,125,"Southern California"
mb,13056796,2,"Monday, November  4, 2013 22:17:16 UTC",44.7468,-111.3835,1.3,5.80,30,"southern Idaho"
ak,10837660,2,"Monday, November  4, 2013 22:00:42 UTC",62.5488,-151.2034,1.3,78.20, 9,"Central Alaska"
ci,11387562,4,"Monday, November  4, 2013 21:36:13 UTC",34.2757,-116.9740,1.1,9.30,41,"Southern California"
nc,72101171,2,"Monday, November  4, 2013 21:28:56 UTC",41.2112,-122.1097,2.0,6.40,26,"Northern California"
ak,10837645,1,"Monday, November  4, 2013 21:25:34 UTC",62.3247,-145.0535,2.1,0.00, 5,"Central Alaska"
nc,72101156,2,"Monday, November  4, 2013 21:18:13 UTC",41.2130,-122.1028,1.7,6.60,12,"Northern California"
ak,10841756,2,"Monday, November  4, 2013 21:03:16 UTC",52.9803,-162.0907,3.4,22.80,11,"south of Alaska"
nc,72101146,0,"Monday, November  4, 2013 20:55:13 UTC",37.4692,-118.8443,1.3,8.70,20,"Central California"
nc,72101141,0,"Monday, November  4, 2013 20:54:48 UTC",37.4690,-118.8447,1.3,8.50,18,"Central California"
ak,10841755,2,"Monday, November  4, 2013 20:30:21 UTC",51.9058,-174.9144,1.7,64.60, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10841754,2,"Monday, November  4, 2013 20:16:25 UTC",65.4254,-143.0653,1.5,24.10, 5,"northern Alaska"
uw,60623317,1,"Monday, November  4, 2013 20:06:07 UTC",49.4278,-120.4765,2.3,0.00,13,"British Columbia, Canada"
ci,11387538,4,"Monday, November  4, 2013 20:05:46 UTC",34.6250,-117.1135,1.1,0.00,20,"Southern California"
ci,11387530,4,"Monday, November  4, 2013 19:34:44 UTC",35.0613,-118.3510,1.1,3.40,12,"Southern California"
ci,11387514,2,"Monday, November  4, 2013 19:22:58 UTC",35.0317,-117.6790,1.5,0.00,25,"Southern California"
ci,11387490,5,"Monday, November  4, 2013 19:12:21 UTC",32.6653,-115.7237,1.5,10.20,32,"Southern California"
ak,10837588,2,"Monday, November  4, 2013 19:04:15 UTC",61.6613,-150.2216,2.3,38.40,34,"Southern Alaska"
ak,10837585,1,"Monday, November  4, 2013 19:02:12 UTC",61.5912,-149.7880,2.0,36.60,13,"Southern Alaska"
nc,72101106,1,"Monday, November  4, 2013 18:56:35 UTC",38.8117,-122.8102,1.6,2.70,30,"Northern California"
uw,60623217,1,"Monday, November  4, 2013 18:42:49 UTC",48.5327,-121.6567,1.1,6.70, 9,"Washington"
ci,11387482,5,"Monday, November  4, 2013 18:25:03 UTC",35.0598,-118.3467,1.8,3.70,34,"Southern California"
nc,72101081,0,"Monday, November  4, 2013 18:16:20 UTC",36.8332,-121.5680,1.5,3.20,18,"Central California"
nc,72101076,0,"Monday, November  4, 2013 17:57:54 UTC",37.5492,-118.4385,1.8,7.70,12,"Central California"
nc,72101061,1,"Monday, November  4, 2013 17:49:34 UTC",38.8225,-122.8080,1.5,3.10,31,"Northern California"
ak,10837555,2,"Monday, November  4, 2013 17:44:55 UTC",62.4256,-151.4220,1.9,85.80,11,"Central Alaska"
ak,10837546,2,"Monday, November  4, 2013 17:37:05 UTC",57.2003,-149.9448,3.3,45.60,52,"Gulf of Alaska"
ak,10837542,1,"Monday, November  4, 2013 17:33:35 UTC",63.3540,-151.7107,1.6,2.90, 8,"Central Alaska"
ci,11387466,8,"Monday, November  4, 2013 17:20:58 UTC",35.0588,-118.3493,2.0,4.40,25,"Southern California"
ci,11387458,4,"Monday, November  4, 2013 17:19:56 UTC",33.9500,-115.9902,1.2,10.90,15,"Southern California"
ci,11387450,5,"Monday, November  4, 2013 17:14:14 UTC",32.9100,-116.2700,1.6,6.60,40,"Southern California"
ci,11387442,4,"Monday, November  4, 2013 17:13:06 UTC",34.0532,-117.3417,1.2,2.50,23,"Greater Los Angeles area, California"
ci,11387434,4,"Monday, November  4, 2013 17:05:35 UTC",32.6645,-115.7127,1.4,9.50,16,"Southern California"
nc,72101036,0,"Monday, November  4, 2013 16:53:33 UTC",38.7887,-122.7642,1.4,2.40,21,"Northern California"
ak,10837514,1,"Monday, November  4, 2013 16:31:30 UTC",60.4958,-141.5859,1.5,8.40,11,"Southern Alaska"
ci,11387426,4,"Monday, November  4, 2013 16:24:45 UTC",35.0572,-118.3490,1.3,5.00,15,"Southern California"
nc,72101031,4,"Monday, November  4, 2013 16:10:54 UTC",37.2460,-118.2137,1.5,13.60,12,"Central California"
ak,10841745,2,"Monday, November  4, 2013 16:08:00 UTC",51.4423,-176.1005,2.8,21.10, 6,"Andreanof Islands, Aleutian Islands, Alaska"
mb,13887068,2,"Monday, November  4, 2013 15:40:39 UTC",46.7051,-112.1931,1.0,13.40,14,"western Montana"
ak,10837499,2,"Monday, November  4, 2013 15:37:31 UTC",59.5510,-152.2617,2.8,71.50,48,"Southern Alaska"
nc,72101026,4,"Monday, November  4, 2013 15:29:01 UTC",40.5098,-121.6283,1.5,15.00,12,"Northern California"
mb,13492455,2,"Monday, November  4, 2013 15:14:31 UTC",44.7450,-111.3820,1.1,5.20,24,"southern Idaho"
ak,10837495,1,"Monday, November  4, 2013 15:09:49 UTC",60.4519,-149.6924,1.8,30.10, 9,"Kenai Peninsula, Alaska"
nc,72101016,4,"Monday, November  4, 2013 14:52:25 UTC",37.2573,-118.2320,1.5,13.40,15,"Central California"
ak,10837484,1,"Monday, November  4, 2013 14:38:36 UTC",63.4813,-149.9881,1.9,100.00,20,"Central Alaska"
mb,13966304,2,"Monday, November  4, 2013 14:35:48 UTC",46.7031,-112.1871,1.0,13.10,16,"western Montana"
nc,72101011,1,"Monday, November  4, 2013 14:21:47 UTC",37.5253,-118.8230,1.7,7.00,22,"Central California"
pr,13308004,0,"Monday, November  4, 2013 14:16:42 UTC",17.8705,-67.1800,2.3,5.00, 8,"Puerto Rico region"
ak,10837479,2,"Monday, November  4, 2013 13:45:41 UTC",57.9635,-151.7081,2.3,81.60, 5,"Kodiak Island region, Alaska"
ak,10837476,2,"Monday, November  4, 2013 13:42:51 UTC",66.1315,-148.8739,1.4,2.30, 7,"northern Alaska"
ci,11387394,6,"Monday, November  4, 2013 13:07:18 UTC",34.1337,-117.8985,1.4,13.20,27,"Greater Los Angeles area, California"
nc,72101001,0,"Monday, November  4, 2013 12:48:01 UTC",37.5255,-118.8243,1.3,7.40,15,"Central California"
ci,11387386,4,"Monday, November  4, 2013 12:45:51 UTC",35.6833,-117.6852,1.1,1.50,15,"Southern California"
ak,10837467,1,"Monday, November  4, 2013 11:57:55 UTC",62.3528,-149.5728,1.7,45.80,16,"Central Alaska"
ci,11387370,6,"Monday, November  4, 2013 11:56:31 UTC",33.6968,-116.8127,1.8,17.90,73,"Southern California"
ak,10837464,1,"Monday, November  4, 2013 11:31:38 UTC",60.0177,-142.3667,1.8,23.20, 9,"Southern Alaska"
uw,60622887,3,"Monday, November  4, 2013 11:23:12 UTC",46.5342,-122.2915,1.1,12.20,45,"Washington"
pr,13308006,0,"Monday, November  4, 2013 11:22:24 UTC",18.0065,-67.0674,1.8,9.00, 3,"Puerto Rico"
ak,10837459,1,"Monday, November  4, 2013 10:46:21 UTC",63.0960,-149.2598,1.2,6.50, 9,"Central Alaska"
nc,72100986,0,"Monday, November  4, 2013 10:42:43 UTC",38.8433,-122.7680,1.2,1.80,11,"Northern California"
ak,10837455,1,"Monday, November  4, 2013 10:39:41 UTC",64.2001,-148.8919,1.2,18.10, 4,"Central Alaska"
uw,60622882,3,"Monday, November  4, 2013 10:25:03 UTC",46.5315,-122.2942,1.4,12.40,47,"Washington"
mb,13571690,2,"Monday, November  4, 2013 10:21:32 UTC",44.7091,-111.4721,1.2,7.90,25,"southern Idaho"
pr,13308005,0,"Monday, November  4, 2013 10:20:54 UTC",19.2980,-67.3515,3.0,18.00, 9,"Puerto Rico region"
mb,13045539,2,"Monday, November  4, 2013 10:01:17 UTC",44.6841,-112.3866,1.2,3.10,16,"western Montana"
ak,10837447,1,"Monday, November  4, 2013 09:50:36 UTC",60.8295,-148.9745,2.0,21.40,14,"Kenai Peninsula, Alaska"
ak,10841734,2,"Monday, November  4, 2013 09:43:20 UTC",52.1236,-175.2203,2.2,71.30, 5,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837443,1,"Monday, November  4, 2013 09:35:37 UTC",62.3652,-147.7202,1.3,18.00, 6,"Central Alaska"
nn,00428325,1,"Monday, November  4, 2013 09:15:52 UTC",38.9469,-118.1350,1.2,12.00, 6,"Nevada"
uu,60043582,2,"Monday, November  4, 2013 08:49:09 UTC",44.2500,-110.7983,1.4,2.80, 8,"Yellowstone National Park, Wyoming"
pr,13308003,0,"Monday, November  4, 2013 08:16:37 UTC",18.0795,-68.1436,3.0,69.00, 6,"Mona Passage, Dominican Republic"
ak,10837437,1,"Monday, November  4, 2013 08:04:41 UTC",61.7225,-150.0718,1.6,33.10, 7,"Southern Alaska"
nc,72100961,0,"Monday, November  4, 2013 07:54:35 UTC",38.7425,-122.7250,1.0,1.20, 9,"Northern California"
pr,13308002,0,"Monday, November  4, 2013 07:46:05 UTC",18.0275,-67.1873,1.0,16.00, 3,"Mona Passage, Puerto Rico"
ak,10837431,1,"Monday, November  4, 2013 07:34:34 UTC",61.0814,-145.7466,1.9,32.20,14,"Southern Alaska"
nc,72100956,5,"Monday, November  4, 2013 07:21:16 UTC",40.5923,-124.0940,1.9,18.10,28,"Northern California"
uu,60043572,2,"Monday, November  4, 2013 07:15:55 UTC",44.6013,-110.4068,2.1,2.70, 8,"Yellowstone National Park, Wyoming"
nc,72100946,1,"Monday, November  4, 2013 07:04:20 UTC",36.7702,-121.4895,2.0,4.70,33,"Central California"
nn,00428372,1,"Monday, November  4, 2013 06:39:16 UTC",36.7245,-116.3356,1.1,5.70, 6,"Nevada"
ci,11387322,4,"Monday, November  4, 2013 06:38:18 UTC",34.0092,-117.1862,1.1,13.80,34,"Greater Los Angeles area, California"
nc,72100936,1,"Monday, November  4, 2013 06:29:01 UTC",38.8122,-122.7918,1.4,3.30,25,"Northern California"
nc,72100926,0,"Monday, November  4, 2013 06:12:57 UTC",35.9970,-120.5628,2.5,0.90, 7,"Central California"
at,00mvq5vl,1,"Monday, November  4, 2013 05:57:21 UTC",41.1770,-126.8370,5.0,10.00,38,"off the coast of Northern California"
pr,13308001,0,"Monday, November  4, 2013 05:46:59 UTC",18.1070,-67.4022,2.2,34.00, 4,"Mona Passage, Puerto Rico"
ak,10837418,1,"Monday, November  4, 2013 05:26:55 UTC",60.5037,-141.5252,1.9,9.70,18,"Southern Alaska"
ak,10837411,1,"Monday, November  4, 2013 04:55:35 UTC",60.8085,-149.9190,1.2,32.70, 4,"Kenai Peninsula, Alaska"
uu,60043567,2,"Monday, November  4, 2013 04:09:56 UTC",42.0075,-112.6203,1.6,3.40,16,"Utah"
ak,10837403,2,"Monday, November  4, 2013 03:45:09 UTC",53.4120,-163.6557,3.2,24.60,14,"Unimak Island region, Alaska"
nc,72100901,4,"Monday, November  4, 2013 03:39:30 UTC",40.5457,-121.6700,1.6,7.50,12,"Northern California"
ak,10837394,2,"Monday, November  4, 2013 02:55:36 UTC",61.1893,-150.8671,1.9,62.90,23,"Southern Alaska"
ci,11387290,4,"Monday, November  4, 2013 02:53:04 UTC",35.1468,-118.7402,1.6,1.60,18,"Central California"
ak,10837389,1,"Monday, November  4, 2013 02:49:18 UTC",63.5141,-149.0482,1.6,100.00, 4,"Central Alaska"
ak,10837385,1,"Monday, November  4, 2013 02:45:00 UTC",61.9881,-151.0418,1.8,78.20,22,"Southern Alaska"
uu,60043562,4,"Monday, November  4, 2013 02:23:22 UTC",44.7570,-110.8322,2.3,5.40,24,"Yellowstone National Park, Wyoming"
nc,72100876,0,"Monday, November  4, 2013 02:09:49 UTC",38.7447,-122.7265,1.0,1.60,10,"Northern California"
ci,11387274,4,"Monday, November  4, 2013 01:40:21 UTC",33.8530,-117.8078,1.3,8.10,34,"Greater Los Angeles area, California"
mb,13387850,2,"Monday, November  4, 2013 01:32:38 UTC",44.6748,-112.3830,1.5,4.80,27,"western Montana"
nc,72100866,1,"Monday, November  4, 2013 01:30:18 UTC",38.8187,-122.8113,1.2,3.50,26,"Northern California"
uw,60622792,2,"Monday, November  4, 2013 01:29:14 UTC",46.5527,-122.3402,1.4,7.00,33,"Washington"
ak,10841723,2,"Monday, November  4, 2013 01:08:17 UTC",60.4340,-151.4282,1.3,59.00, 9,"Kenai Peninsula, Alaska"
pr,13308000,0,"Monday, November  4, 2013 00:58:56 UTC",18.5223,-67.3983,2.6,15.00, 9,"Puerto Rico region"
ak,10841722,2,"Monday, November  4, 2013 00:57:19 UTC",61.3742,-147.6741,1.4,31.40, 6,"Southern Alaska"
ci,11387250,5,"Monday, November  4, 2013 00:42:10 UTC",36.0320,-117.7678,1.7,2.40,27,"Central California"
ci,11387234,4,"Monday, November  4, 2013 00:23:42 UTC",33.6382,-116.6960,1.1,15.70,29,"Southern California"
ci,11387226,4,"Monday, November  4, 2013 00:22:59 UTC",34.2797,-118.4558,1.3,10.80,20,"Greater Los Angeles area, California"
ak,10837338,2,"Sunday, November  3, 2013 23:47:38 UTC",60.2753,-152.2806,1.4,81.70,21,"Southern Alaska"
ak,10840347,2,"Sunday, November  3, 2013 23:45:18 UTC",67.8578,-141.1980,2.4,17.30,12,"northern Alaska"
ak,10837336,3,"Sunday, November  3, 2013 23:42:17 UTC",59.7788,-152.5793,2.0,85.40,38,"Southern Alaska"
ak,10837335,2,"Sunday, November  3, 2013 23:34:11 UTC",62.6515,-149.9753,1.0,70.80,15,"Central Alaska"
ak,10840344,2,"Sunday, November  3, 2013 23:28:42 UTC",60.3879,-139.5751,1.4,16.50,12,"Southern Yukon Territory, Canada"
ak,10840343,2,"Sunday, November  3, 2013 23:16:15 UTC",67.1035,-142.5976,2.7,9.80, 9,"northern Alaska"
ak,10837330,2,"Sunday, November  3, 2013 22:53:24 UTC",60.1905,-152.0462,1.7,75.40,25,"Southern Alaska"
ak,10840341,2,"Sunday, November  3, 2013 22:46:18 UTC",53.3423,-163.5810,2.5,25.50,11,"Unimak Island region, Alaska"
nc,72100801,1,"Sunday, November  3, 2013 22:24:25 UTC",40.1878,-121.0263,2.2,0.00,31,"Northern California"
